"","V1","pred.baru.label"
"2531","PDS-12853","DESA"
"2532","PDS-12856","DESA"
"2533","PDS-12858","DESA"
"2534","PDS-12867","DESA"
"2535","PDS-12868","DESA"
"2536","PDS-12870","DESA"
"2537","PDS-12872","DESA"
"2538","PDS-12875","DESA"
"2539","PDS-12876","DESA"
"2540","PDS-12881","KELURAHAN"
"2541","PDS-12890","DESA"
"2542","PDS-12892","DESA"
"2543","PDS-12904","DESA"
"2544","PDS-12906","KELURAHAN"
"2545","PDS-12911","DESA"
"2546","PDS-12914","DESA"
"2547","PDS-12925","DESA"
"2548","PDS-12936","DESA"
"2549","PDS-12942","DESA"
"2550","PDS-12946","KELURAHAN"
"2551","PDS-12947","DESA"
"2552","PDS-12952","DESA"
"2553","PDS-12967","DESA"
"2554","PDS-12973","DESA"
"2555","PDS-12976","DESA"
"2556","PDS-12978","DESA"
"2557","PDS-12983","DESA"
"2558","PDS-12985","KELURAHAN"
"2559","PDS-12988","KELURAHAN"
"2560","PDS-12991","DESA"
"2561","PDS-12992","DESA"
"2562","PDS-12997","DESA"
"2563","PDS-12998","DESA"
"2564","PDS-13000","DESA"
"2565","PDS-13007","KELURAHAN"
"2566","PDS-13014","DESA"
"2567","PDS-13026","DESA"
"2568","PDS-13032","DESA"
"2569","PDS-13033","DESA"
"2570","PDS-13046","KELURAHAN"
"2571","PDS-13047","DESA"
"2572","PDS-13051","KELURAHAN"
"2573","PDS-13052","DESA"
"2574","PDS-13058","DESA"
"2575","PDS-13066","KELURAHAN"
"2576","PDS-13068","DESA"
"2577","PDS-13071","DESA"
"2578","PDS-13075","DESA"
"2579","PDS-13077","KELURAHAN"
"2580","PDS-13082","DESA"
"2581","PDS-13088","DESA"
"2582","PDS-13110","KELURAHAN"
"2583","PDS-13117","DESA"
"2584","PDS-13118","DESA"
"2585","PDS-13122","DESA"
"2586","PDS-13126","DESA"
"2587","PDS-13128","DESA"
"2588","PDS-13132","DESA"
"2589","PDS-13141","DESA"
"2590","PDS-13146","KELURAHAN"
"2591","PDS-13147","DESA"
"2592","PDS-13150","DESA"
"2593","PDS-13157","DESA"
"2594","PDS-13169","DESA"
"2595","PDS-13172","DESA"
"2596","PDS-13179","KELURAHAN"
"2597","PDS-13184","DESA"
"2598","PDS-13185","KELURAHAN"
"2599","PDS-13193","KELURAHAN"
"2600","PDS-13194","DESA"
"2601","PDS-13201","KELURAHAN"
"2602","PDS-13217","DESA"
"2603","PDS-13222","DESA"
"2604","PDS-13224","DESA"
"2605","PDS-13225","DESA"
"2606","PDS-13227","KELURAHAN"
"2607","PDS-13231","DESA"
"2608","PDS-13233","DESA"
"2609","PDS-13235","DESA"
"2610","PDS-13238","DESA"
"2611","PDS-13240","DESA"
"2612","PDS-13246","DESA"
"2613","PDS-13259","DESA"
"2614","PDS-13262","DESA"
"2615","PDS-13270","DESA"
"2616","PDS-13280","DESA"
"2617","PDS-13282","KELURAHAN"
"2618","PDS-13284","KELURAHAN"
"2619","PDS-13285","DESA"
"2620","PDS-13289","KELURAHAN"
"2621","PDS-13297","KELURAHAN"
"2622","PDS-13300","DESA"
"2623","PDS-13319","DESA"
"2624","PDS-13320","DESA"
"2625","PDS-13324","KELURAHAN"
"2626","PDS-13325","DESA"
"2627","PDS-13332","DESA"
"2628","PDS-13334","DESA"
"2629","PDS-13342","DESA"
"2630","PDS-13351","DESA"
"2631","PDS-13365","KELURAHAN"
"2632","PDS-13369","DESA"
"2633","PDS-13380","DESA"
"2634","PDS-13381","KELURAHAN"
"2635","PDS-13384","DESA"
"2636","PDS-13387","DESA"
"2637","PDS-13393","DESA"
"2638","PDS-13396","DESA"
"2639","PDS-13400","DESA"
"2640","PDS-13402","KELURAHAN"
"2641","PDS-13404","DESA"
"2642","PDS-13405","DESA"
"2643","PDS-13408","DESA"
"2644","PDS-13410","KELURAHAN"
"2645","PDS-13412","DESA"
"2646","PDS-13415","DESA"
"2647","PDS-13418","DESA"
"2648","PDS-13423","DESA"
"2649","PDS-13429","DESA"
"2650","PDS-13430","DESA"
"2651","PDS-13441","DESA"
"2652","PDS-13447","DESA"
"2653","PDS-13451","DESA"
"2654","PDS-13453","KELURAHAN"
"2655","PDS-13456","DESA"
"2656","PDS-13457","KELURAHAN"
"2657","PDS-13468","KELURAHAN"
"2658","PDS-13473","DESA"
"2659","PDS-13480","KELURAHAN"
"2660","PDS-13482","DESA"
"2661","PDS-13490","DESA"
"2662","PDS-13491","KELURAHAN"
"2663","PDS-13494","DESA"
"2664","PDS-13501","KELURAHAN"
"2665","PDS-13504","KELURAHAN"
"2666","PDS-13508","DESA"
"2667","PDS-13517","DESA"
"2668","PDS-13519","DESA"
"2669","PDS-13520","DESA"
"2670","PDS-13522","DESA"
"2671","PDS-13528","DESA"
"2672","PDS-13538","KELURAHAN"
"2673","PDS-13546","DESA"
"2674","PDS-13548","DESA"
"2675","PDS-13551","KELURAHAN"
"2676","PDS-13565","DESA"
"2677","PDS-13566","DESA"
"2678","PDS-13569","DESA"
"2679","PDS-13576","KELURAHAN"
"2680","PDS-13585","KELURAHAN"
"2681","PDS-13597","KELURAHAN"
"2682","PDS-13599","DESA"
"2683","PDS-13606","DESA"
"2684","PDS-13613","DESA"
"2685","PDS-13616","DESA"
"2686","PDS-13622","KELURAHAN"
"2687","PDS-13623","DESA"
"2688","PDS-13624","KELURAHAN"
"2689","PDS-13630","DESA"
"2690","PDS-13636","DESA"
"2691","PDS-13646","DESA"
"2692","PDS-13653","DESA"
"2693","PDS-13655","DESA"
"2694","PDS-13660","DESA"
"2695","PDS-13670","DESA"
"2696","PDS-13674","DESA"
"2697","PDS-13676","KELURAHAN"
"2698","PDS-13681","KELURAHAN"
"2699","PDS-13687","DESA"
"2700","PDS-13690","DESA"
"2701","PDS-13704","DESA"
"2702","PDS-13706","DESA"
"2703","PDS-13712","KELURAHAN"
"2704","PDS-13717","DESA"
"2705","PDS-13719","DESA"
"2706","PDS-13738","DESA"
"2707","PDS-13747","DESA"
"2708","PDS-13750","DESA"
"2709","PDS-13753","DESA"
"2710","PDS-13758","DESA"
"2711","PDS-13761","DESA"
"2712","PDS-13768","KELURAHAN"
"2713","PDS-13773","DESA"
"2714","PDS-13774","DESA"
"2715","PDS-13775","DESA"
"2716","PDS-13779","DESA"
"2717","PDS-13791","DESA"
"2718","PDS-13795","DESA"
"2719","PDS-13804","DESA"
"2720","PDS-13808","DESA"
"2721","PDS-13809","DESA"
"2722","PDS-13829","DESA"
"2723","PDS-13833","KELURAHAN"
"2724","PDS-13840","DESA"
"2725","PDS-13844","KELURAHAN"
"2726","PDS-13850","KELURAHAN"
"2727","PDS-13852","DESA"
"2728","PDS-13860","DESA"
"2729","PDS-13861","KELURAHAN"
"2730","PDS-13866","DESA"
"2731","PDS-13870","DESA"
"2732","PDS-13878","DESA"
"2733","PDS-13879","DESA"
"2734","PDS-13892","KELURAHAN"
"2735","PDS-13894","DESA"
"2736","PDS-13901","DESA"
"2737","PDS-13908","KELURAHAN"
"2738","PDS-13911","KELURAHAN"
"2739","PDS-13914","DESA"
"2740","PDS-13918","DESA"
"2741","PDS-13919","DESA"
"2742","PDS-13920","DESA"
"2743","PDS-13924","KELURAHAN"
"2744","PDS-13927","DESA"
"2745","PDS-13931","DESA"
"2746","PDS-13932","KELURAHAN"
"2747","PDS-13938","KELURAHAN"
"2748","PDS-13945","DESA"
"2749","PDS-13947","DESA"
"2750","PDS-13948","DESA"
"2751","PDS-13950","DESA"
"2752","PDS-13965","DESA"
"2753","PDS-13966","DESA"
"2754","PDS-13970","DESA"
"2755","PDS-13971","DESA"
"2756","PDS-13976","KELURAHAN"
"2757","PDS-13980","DESA"
"2758","PDS-13987","DESA"
"2759","PDS-13993","DESA"
"2760","PDS-13995","DESA"
"2761","PDS-13998","DESA"
"2762","PDS-13999","DESA"
"2763","PDS-14006","DESA"
"2764","PDS-14011","DESA"
"2765","PDS-14026","DESA"
"2766","PDS-14027","KELURAHAN"
"2767","PDS-14028","DESA"
"2768","PDS-14032","KELURAHAN"
"2769","PDS-14037","DESA"
"2770","PDS-14040","DESA"
"2771","PDS-14043","DESA"
"2772","PDS-14044","DESA"
"2773","PDS-14052","DESA"
"2774","PDS-14053","DESA"
"2775","PDS-14057","DESA"
"2776","PDS-14061","DESA"
"2777","PDS-14063","DESA"
"2778","PDS-14070","DESA"
"2779","PDS-14073","DESA"
"2780","PDS-14076","DESA"
"2781","PDS-14080","DESA"
"2782","PDS-14083","DESA"
"2783","PDS-14084","DESA"
"2784","PDS-14088","KELURAHAN"
"2785","PDS-14090","DESA"
"2786","PDS-14099","DESA"
"2787","PDS-14110","DESA"
"2788","PDS-14114","DESA"
"2789","PDS-14115","DESA"
"2790","PDS-14120","KELURAHAN"
"2791","PDS-14123","KELURAHAN"
"2792","PDS-14125","KELURAHAN"
"2793","PDS-14126","DESA"
"2794","PDS-14136","DESA"
"2795","PDS-14139","DESA"
"2796","PDS-14140","DESA"
"2797","PDS-14141","DESA"
"2798","PDS-14154","DESA"
"2799","PDS-14155","DESA"
"2800","PDS-14163","DESA"
"2801","PDS-14173","DESA"
"2802","PDS-14179","DESA"
"2803","PDS-14189","DESA"
"2804","PDS-14192","DESA"
"2805","PDS-14200","DESA"
"2806","PDS-14204","DESA"
"2807","PDS-14208","DESA"
"2808","PDS-14209","DESA"
"2809","PDS-14211","KELURAHAN"
"2810","PDS-14212","DESA"
"2811","PDS-14213","KELURAHAN"
"2812","PDS-14216","KELURAHAN"
"2813","PDS-14227","DESA"
"2814","PDS-14232","KELURAHAN"
"2815","PDS-14233","KELURAHAN"
"2816","PDS-14244","DESA"
"2817","PDS-14257","DESA"
"2818","PDS-14258","DESA"
"2819","PDS-14263","DESA"
"2820","PDS-14270","DESA"
"2821","PDS-14271","DESA"
"2822","PDS-14278","DESA"
"2823","PDS-14283","DESA"
"2824","PDS-14287","DESA"
"2825","PDS-14288","DESA"
"2826","PDS-14289","KELURAHAN"
"2827","PDS-14290","DESA"
"2828","PDS-14292","DESA"
"2829","PDS-14296","KELURAHAN"
"2830","PDS-14297","DESA"
"2831","PDS-14301","KELURAHAN"
"2832","PDS-14309","KELURAHAN"
"2833","PDS-14310","DESA"
"2834","PDS-14319","KELURAHAN"
"2835","PDS-14326","DESA"
"2836","PDS-14335","DESA"
"2837","PDS-14351","DESA"
"2838","PDS-14358","KELURAHAN"
"2839","PDS-14368","DESA"
"2840","PDS-14370","DESA"
"2841","PDS-14374","KELURAHAN"
"2842","PDS-14377","KELURAHAN"
"2843","PDS-14383","DESA"
"2844","PDS-14386","DESA"
"2845","PDS-14388","DESA"
"2846","PDS-14389","DESA"
"2847","PDS-14395","DESA"
"2848","PDS-14398","DESA"
"2849","PDS-14415","KELURAHAN"
"2850","PDS-14423","DESA"
"2851","PDS-14424","DESA"
"2852","PDS-14425","DESA"
"2853","PDS-14428","DESA"
"2854","PDS-14431","DESA"
"2855","PDS-14435","KELURAHAN"
"2856","PDS-14438","DESA"
"2857","PDS-14452","DESA"
"2858","PDS-14454","KELURAHAN"
"2859","PDS-14473","KELURAHAN"
"2860","PDS-14474","KELURAHAN"
"2861","PDS-14479","KELURAHAN"
"2862","PDS-14483","KELURAHAN"
"2863","PDS-14485","DESA"
"2864","PDS-14487","KELURAHAN"
"2865","PDS-14490","DESA"
"2866","PDS-14502","DESA"
"2867","PDS-14503","DESA"
"2868","PDS-14513","KELURAHAN"
"2869","PDS-14521","KELURAHAN"
"2870","PDS-14524","DESA"
"2871","PDS-14528","DESA"
"2872","PDS-14532","DESA"
"2873","PDS-14535","KELURAHAN"
"2874","PDS-14537","DESA"
"2875","PDS-14538","DESA"
"2876","PDS-14542","KELURAHAN"
"2877","PDS-14552","DESA"
"2878","PDS-14553","DESA"
"2879","PDS-14556","DESA"
"2880","PDS-14560","DESA"
"2881","PDS-14562","DESA"
"2882","PDS-14563","DESA"
"2883","PDS-14566","DESA"
"2884","PDS-14567","DESA"
"2885","PDS-14568","DESA"
"2886","PDS-14572","DESA"
"2887","PDS-14590","DESA"
"2888","PDS-14595","DESA"
"2889","PDS-14597","DESA"
"2890","PDS-14600","DESA"
"2891","PDS-14608","DESA"
"2892","PDS-14610","DESA"
"2893","PDS-14632","KELURAHAN"
"2894","PDS-14639","DESA"
"2895","PDS-14647","DESA"
"2896","PDS-14664","DESA"
"2897","PDS-14666","DESA"
"2898","PDS-14672","DESA"
"2899","PDS-14681","DESA"
"2900","PDS-14684","KELURAHAN"
"2901","PDS-14687","DESA"
"2902","PDS-14689","KELURAHAN"
"2903","PDS-14697","KELURAHAN"
"2904","PDS-14716","DESA"
"2905","PDS-14717","KELURAHAN"
"2906","PDS-14722","DESA"
"2907","PDS-14731","DESA"
"2908","PDS-14744","DESA"
"2909","PDS-14750","KELURAHAN"
"2910","PDS-14756","KELURAHAN"
"2911","PDS-14789","DESA"
"2912","PDS-14795","KELURAHAN"
"2913","PDS-14807","DESA"
"2914","PDS-14819","KELURAHAN"
"2915","PDS-14821","KELURAHAN"
"2916","PDS-14822","DESA"
"2917","PDS-14824","DESA"
"2918","PDS-14825","DESA"
"2919","PDS-14829","DESA"
"2920","PDS-14838","KELURAHAN"
"2921","PDS-14840","DESA"
"2922","PDS-14847","KELURAHAN"
"2923","PDS-14850","DESA"
"2924","PDS-14853","KELURAHAN"
"2925","PDS-14860","DESA"
"2926","PDS-14869","DESA"
"2927","PDS-14871","DESA"
"2928","PDS-14872","DESA"
"2929","PDS-14890","KELURAHAN"
"2930","PDS-14891","DESA"
"2931","PDS-14897","DESA"
"2932","PDS-14900","DESA"
"2933","PDS-14902","DESA"
"2934","PDS-14909","DESA"
"2935","PDS-14917","DESA"
"2936","PDS-14925","DESA"
"2937","PDS-14934","DESA"
"2938","PDS-14940","KELURAHAN"
"2939","PDS-14949","DESA"
"2940","PDS-14950","DESA"
"2941","PDS-14956","DESA"
"2942","PDS-14974","KELURAHAN"
"2943","PDS-14996","DESA"
"2944","PDS-14997","KELURAHAN"
"2945","PDS-15008","DESA"
"2946","PDS-15021","DESA"
"2947","PDS-15024","KELURAHAN"
"2948","PDS-15035","DESA"
"2949","PDS-15037","DESA"
"2950","PDS-15038","DESA"
"2951","PDS-15039","DESA"
"2952","PDS-15043","DESA"
"2953","PDS-15049","DESA"
"2954","PDS-15062","DESA"
"2955","PDS-15065","DESA"
"2956","PDS-15070","KELURAHAN"
"2957","PDS-15071","DESA"
"2958","PDS-15073","DESA"
"2959","PDS-15079","DESA"
"2960","PDS-15084","DESA"
"2961","PDS-15088","DESA"
"2962","PDS-15089","DESA"
"2963","PDS-15090","DESA"
"2964","PDS-15094","DESA"
"2965","PDS-15097","DESA"
"2966","PDS-15107","DESA"
"2967","PDS-15115","DESA"
"2968","PDS-15126","DESA"
"2969","PDS-15130","DESA"
"2970","PDS-15141","KELURAHAN"
"2971","PDS-15148","DESA"
"2972","PDS-15150","KELURAHAN"
"2973","PDS-15152","DESA"
"2974","PDS-15153","KELURAHAN"
"2975","PDS-15157","DESA"
"2976","PDS-15159","KELURAHAN"
"2977","PDS-15161","DESA"
"2978","PDS-15167","KELURAHAN"
"2979","PDS-15170","KELURAHAN"
"2980","PDS-15178","DESA"
"2981","PDS-15184","DESA"
"2982","PDS-15194","DESA"
"2983","PDS-15196","KELURAHAN"
"2984","PDS-15201","DESA"
"2985","PDS-15203","DESA"
"2986","PDS-15207","DESA"
"2987","PDS-15223","DESA"
"2988","PDS-15224","DESA"
"2989","PDS-15227","DESA"
"2990","PDS-15229","DESA"
"2991","PDS-15230","DESA"
"2992","PDS-15234","KELURAHAN"
"2993","PDS-15241","KELURAHAN"
"2994","PDS-15247","KELURAHAN"
"2995","PDS-15252","DESA"
"2996","PDS-15254","KELURAHAN"
"2997","PDS-15255","DESA"
"2998","PDS-15262","DESA"
"2999","PDS-15266","DESA"
"3000","PDS-15272","DESA"
"3001","PDS-15276","DESA"
"3002","PDS-15283","DESA"
"3003","PDS-15306","DESA"
"3004","PDS-15310","DESA"
"3005","PDS-15314","DESA"
"3006","PDS-15318","KELURAHAN"
"3007","PDS-15329","DESA"
"3008","PDS-15339","DESA"
"3009","PDS-15344","DESA"
"3010","PDS-15347","DESA"
"3011","PDS-15350","DESA"
"3012","PDS-15353","DESA"
"3013","PDS-15359","DESA"
"3014","PDS-15361","KELURAHAN"
"3015","PDS-15369","DESA"
"3016","PDS-15370","DESA"
"3017","PDS-15373","KELURAHAN"
"3018","PDS-15374","DESA"
"3019","PDS-15375","DESA"
"3020","PDS-15380","KELURAHAN"
"3021","PDS-15385","DESA"
"3022","PDS-15386","KELURAHAN"
"3023","PDS-15399","DESA"
"3024","PDS-15408","KELURAHAN"
"3025","PDS-15409","DESA"
"3026","PDS-15418","DESA"
"3027","PDS-15423","DESA"
"3028","PDS-15433","DESA"
"3029","PDS-15434","DESA"
"3030","PDS-15435","DESA"
"3031","PDS-15439","KELURAHAN"
"3032","PDS-15442","DESA"
"3033","PDS-15445","KELURAHAN"
"3034","PDS-15450","KELURAHAN"
"3035","PDS-15458","KELURAHAN"
"3036","PDS-15464","DESA"
"3037","PDS-15477","DESA"
"3038","PDS-15486","KELURAHAN"
"3039","PDS-15494","DESA"
"3040","PDS-15505","DESA"
"3041","PDS-15508","DESA"
"3042","PDS-15513","DESA"
"3043","PDS-15515","DESA"
"3044","PDS-15516","DESA"
"3045","PDS-15518","DESA"
"3046","PDS-15521","KELURAHAN"
"3047","PDS-15523","DESA"
"3048","PDS-15524","KELURAHAN"
"3049","PDS-15525","DESA"
"3050","PDS-15526","DESA"
"3051","PDS-15535","DESA"
"3052","PDS-15553","DESA"
"3053","PDS-15563","DESA"
"3054","PDS-15564","DESA"
"3055","PDS-15578","DESA"
"3056","PDS-15586","DESA"
"3057","PDS-15587","DESA"
"3058","PDS-15588","KELURAHAN"
"3059","PDS-15589","DESA"
"3060","PDS-15593","DESA"
"3061","PDS-15597","DESA"
"3062","PDS-15600","DESA"
"3063","PDS-15601","KELURAHAN"
"3064","PDS-15624","DESA"
"3065","PDS-15628","DESA"
"3066","PDS-15633","KELURAHAN"
"3067","PDS-15636","DESA"
"3068","PDS-15637","DESA"
"3069","PDS-15639","DESA"
"3070","PDS-15640","DESA"
"3071","PDS-15642","DESA"
"3072","PDS-15647","KELURAHAN"
"3073","PDS-15650","DESA"
"3074","PDS-15671","KELURAHAN"
"3075","PDS-15675","KELURAHAN"
"3076","PDS-15680","DESA"
"3077","PDS-15687","DESA"
"3078","PDS-15689","KELURAHAN"
"3079","PDS-15708","DESA"
"3080","PDS-15709","DESA"
"3081","PDS-15711","DESA"
"3082","PDS-15712","KELURAHAN"
"3083","PDS-15716","KELURAHAN"
"3084","PDS-15718","DESA"
"3085","PDS-15722","KELURAHAN"
"3086","PDS-15729","DESA"
"3087","PDS-15736","KELURAHAN"
"3088","PDS-15741","DESA"
"3089","PDS-15744","DESA"
"3090","PDS-15746","DESA"
"3091","PDS-15748","DESA"
"3092","PDS-15749","KELURAHAN"
"3093","PDS-15752","DESA"
"3094","PDS-15762","DESA"
"3095","PDS-15769","DESA"
"3096","PDS-15771","DESA"
"3097","PDS-15776","KELURAHAN"
"3098","PDS-15782","KELURAHAN"
"3099","PDS-15788","DESA"
"3100","PDS-15796","KELURAHAN"
"3101","PDS-15797","KELURAHAN"
"3102","PDS-15811","DESA"
"3103","PDS-15813","DESA"
"3104","PDS-15823","DESA"
"3105","PDS-15827","DESA"
"3106","PDS-15831","DESA"
"3107","PDS-15837","DESA"
"3108","PDS-15846","DESA"
"3109","PDS-15849","DESA"
"3110","PDS-15851","DESA"
"3111","PDS-15877","KELURAHAN"
"3112","PDS-15884","KELURAHAN"
"3113","PDS-15888","DESA"
"3114","PDS-15893","DESA"
"3115","PDS-15897","DESA"
"3116","PDS-15900","KELURAHAN"
"3117","PDS-15902","DESA"
"3118","PDS-15907","DESA"
"3119","PDS-15914","DESA"
"3120","PDS-15917","DESA"
"3121","PDS-15921","KELURAHAN"
"3122","PDS-15922","DESA"
"3123","PDS-15925","KELURAHAN"
"3124","PDS-15928","DESA"
"3125","PDS-15935","KELURAHAN"
"3126","PDS-15936","DESA"
"3127","PDS-15942","DESA"
"3128","PDS-15946","DESA"
"3129","PDS-15951","DESA"
"3130","PDS-15955","DESA"
"3131","PDS-15980","KELURAHAN"
"3132","PDS-15989","DESA"
"3133","PDS-15991","KELURAHAN"
"3134","PDS-15997","DESA"
"3135","PDS-15998","DESA"
"3136","PDS-15999","DESA"
"3137","PDS-16002","DESA"
"3138","PDS-16003","KELURAHAN"
"3139","PDS-16010","DESA"
"3140","PDS-16014","DESA"
"3141","PDS-16015","DESA"
"3142","PDS-16019","DESA"
"3143","PDS-16020","DESA"
"3144","PDS-16022","DESA"
"3145","PDS-16024","KELURAHAN"
"3146","PDS-16029","DESA"
"3147","PDS-16030","DESA"
"3148","PDS-16033","DESA"
"3149","PDS-16035","KELURAHAN"
"3150","PDS-16036","DESA"
"3151","PDS-16045","DESA"
"3152","PDS-16049","DESA"
"3153","PDS-16053","DESA"
"3154","PDS-16064","DESA"
"3155","PDS-16078","DESA"
"3156","PDS-16083","DESA"
"3157","PDS-16087","DESA"
"3158","PDS-16088","DESA"
"3159","PDS-16094","DESA"
"3160","PDS-16101","DESA"
"3161","PDS-16104","DESA"
"3162","PDS-16107","KELURAHAN"
"3163","PDS-16128","DESA"
"3164","PDS-16134","KELURAHAN"
"3165","PDS-16141","DESA"
"3166","PDS-16153","DESA"
"3167","PDS-16155","DESA"
"3168","PDS-16158","DESA"
"3169","PDS-16164","KELURAHAN"
"3170","PDS-16166","DESA"
"3171","PDS-16171","DESA"
"3172","PDS-16174","DESA"
"3173","PDS-16185","DESA"
"3174","PDS-16194","DESA"
"3175","PDS-16195","DESA"
"3176","PDS-16199","DESA"
"3177","PDS-16200","DESA"
"3178","PDS-16210","DESA"
"3179","PDS-16212","DESA"
"3180","PDS-16213","DESA"
"3181","PDS-16217","DESA"
"3182","PDS-16221","DESA"
"3183","PDS-16231","DESA"
"3184","PDS-16233","DESA"
"3185","PDS-16238","KELURAHAN"
"3186","PDS-16242","DESA"
"3187","PDS-16245","DESA"
"3188","PDS-16280","KELURAHAN"
"3189","PDS-16281","DESA"
"3190","PDS-16282","DESA"
"3191","PDS-16283","DESA"
"3192","PDS-16286","KELURAHAN"
"3193","PDS-16289","KELURAHAN"
"3194","PDS-16295","DESA"
"3195","PDS-16300","KELURAHAN"
"3196","PDS-16301","DESA"
"3197","PDS-16310","DESA"
"3198","PDS-16312","KELURAHAN"
"3199","PDS-16313","DESA"
"3200","PDS-16315","DESA"
"3201","PDS-16323","DESA"
"3202","PDS-16336","DESA"
"3203","PDS-16337","KELURAHAN"
"3204","PDS-16347","DESA"
"3205","PDS-16348","DESA"
"3206","PDS-16352","DESA"
"3207","PDS-16354","DESA"
"3208","PDS-16364","KELURAHAN"
"3209","PDS-16365","DESA"
"3210","PDS-16370","DESA"
"3211","PDS-16371","DESA"
"3212","PDS-16372","DESA"
"3213","PDS-16377","DESA"
"3214","PDS-16378","DESA"
"3215","PDS-16379","DESA"
"3216","PDS-16381","DESA"
"3217","PDS-16386","DESA"
"3218","PDS-16387","DESA"
"3219","PDS-16389","KELURAHAN"
"3220","PDS-16390","DESA"
"3221","PDS-16391","DESA"
"3222","PDS-16392","DESA"
"3223","PDS-16394","DESA"
"3224","PDS-16403","DESA"
"3225","PDS-16406","KELURAHAN"
"3226","PDS-16407","DESA"
"3227","PDS-16423","DESA"
"3228","PDS-16434","DESA"
"3229","PDS-16437","DESA"
"3230","PDS-16439","DESA"
"3231","PDS-16447","DESA"
"3232","PDS-16449","KELURAHAN"
"3233","PDS-16457","KELURAHAN"
"3234","PDS-16459","DESA"
"3235","PDS-16463","DESA"
"3236","PDS-16479","DESA"
"3237","PDS-16483","DESA"
"3238","PDS-16490","DESA"
"3239","PDS-16500","KELURAHAN"
"3240","PDS-16501","DESA"
"3241","PDS-16510","DESA"
"3242","PDS-16515","KELURAHAN"
"3243","PDS-16518","DESA"
"3244","PDS-16522","DESA"
"3245","PDS-16524","DESA"
"3246","PDS-16525","DESA"
"3247","PDS-16527","DESA"
"3248","PDS-16531","DESA"
"3249","PDS-16532","DESA"
"3250","PDS-16539","DESA"
"3251","PDS-16543","DESA"
"3252","PDS-16545","DESA"
"3253","PDS-16567","KELURAHAN"
"3254","PDS-16576","DESA"
"3255","PDS-16586","DESA"
"3256","PDS-16590","DESA"
"3257","PDS-16591","DESA"
"3258","PDS-16609","DESA"
"3259","PDS-16610","DESA"
"3260","PDS-16611","DESA"
"3261","PDS-16617","DESA"
"3262","PDS-16626","KELURAHAN"
"3263","PDS-16634","KELURAHAN"
"3264","PDS-16640","DESA"
"3265","PDS-16645","KELURAHAN"
"3266","PDS-16647","KELURAHAN"
"3267","PDS-16649","KELURAHAN"
"3268","PDS-16654","DESA"
"3269","PDS-16655","DESA"
"3270","PDS-16662","DESA"
"3271","PDS-16663","DESA"
"3272","PDS-16670","KELURAHAN"
"3273","PDS-16674","DESA"
"3274","PDS-16679","DESA"
"3275","PDS-16691","DESA"
"3276","PDS-16692","KELURAHAN"
"3277","PDS-16702","KELURAHAN"
"3278","PDS-16714","DESA"
"3279","PDS-16716","DESA"
"3280","PDS-16725","DESA"
"3281","PDS-16726","KELURAHAN"
"3282","PDS-16730","DESA"
"3283","PDS-16733","DESA"
"3284","PDS-16744","DESA"
"3285","PDS-16749","DESA"
"3286","PDS-16750","KELURAHAN"
"3287","PDS-16754","DESA"
"3288","PDS-16755","DESA"
"3289","PDS-16767","DESA"
"3290","PDS-16768","DESA"
"3291","PDS-16775","KELURAHAN"
"3292","PDS-16780","DESA"
"3293","PDS-16790","DESA"
"3294","PDS-16808","DESA"
"3295","PDS-16833","KELURAHAN"
"3296","PDS-16836","DESA"
"3297","PDS-16839","DESA"
"3298","PDS-16844","DESA"
"3299","PDS-16849","DESA"
"3300","PDS-16851","KELURAHAN"
"3301","PDS-16860","DESA"
"3302","PDS-16867","DESA"
"3303","PDS-16874","KELURAHAN"
"3304","PDS-16882","DESA"
"3305","PDS-16897","DESA"
"3306","PDS-16899","KELURAHAN"
"3307","PDS-16902","KELURAHAN"
"3308","PDS-16906","DESA"
"3309","PDS-16908","DESA"
"3310","PDS-16911","DESA"
"3311","PDS-16914","DESA"
"3312","PDS-16916","DESA"
"3313","PDS-16921","DESA"
"3314","PDS-16922","DESA"
"3315","PDS-16924","DESA"
"3316","PDS-16941","KELURAHAN"
"3317","PDS-16944","DESA"
"3318","PDS-16956","DESA"
"3319","PDS-16959","DESA"
"3320","PDS-16960","DESA"
"3321","PDS-16965","DESA"
"3322","PDS-16966","DESA"
"3323","PDS-16968","DESA"
"3324","PDS-16978","DESA"
"3325","PDS-16981","DESA"
"3326","PDS-16985","DESA"
"3327","PDS-16987","KELURAHAN"
"3328","PDS-16991","DESA"
"3329","PDS-16995","DESA"
"3330","PDS-16999","KELURAHAN"
"3331","PDS-17000","DESA"
"3332","PDS-17015","DESA"
"3333","PDS-17016","KELURAHAN"
"3334","PDS-17019","DESA"
"3335","PDS-17020","KELURAHAN"
"3336","PDS-17023","KELURAHAN"
"3337","PDS-17029","DESA"
"3338","PDS-17030","KELURAHAN"
"3339","PDS-17031","DESA"
"3340","PDS-17034","DESA"
"3341","PDS-17043","DESA"
"3342","PDS-17044","DESA"
"3343","PDS-17045","DESA"
"3344","PDS-17048","KELURAHAN"
"3345","PDS-17054","DESA"
"3346","PDS-17056","DESA"
"3347","PDS-17059","DESA"
"3348","PDS-17064","DESA"
"3349","PDS-17070","KELURAHAN"
"3350","PDS-17071","DESA"
"3351","PDS-17072","DESA"
"3352","PDS-17073","DESA"
"3353","PDS-17074","DESA"
"3354","PDS-17077","DESA"
